,Item_Fat_Content,Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Type,Item_Visibility,Item_Weight,Outlet_Establishment_Year,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type,source
205,Regular,FDF24,81.5934,327.5736,Baking Goods,0.042464962,15.5,1998,OUT010,Tier 3,,Grocery Store,train
206,Low Fat,FDG52,45.7402,780.9834,Frozen Foods,0.06573288299999999,13.65,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
207,LF,DRF36,189.3846,3630.6074,Soft Drinks,0.023625114,16.1,2002,OUT045,Tier 2,,Supermarket Type1,train
208,Regular,FDS45,107.3622,317.5866,Snack Foods,0.051643608,,1985,OUT019,Tier 1,Small,Grocery Store,train
209,Low Fat,FDX40,39.7164,231.6984,Frozen Foods,0.165694219,12.85,1998,OUT010,Tier 3,,Grocery Store,train
210,LF,DRK12,32.99,133.16,Soft Drinks,0.041878397000000005,9.5,2004,OUT035,Tier 2,Small,Supermarket Type1,train
211,Low Fat,DRC27,245.1802,5650.6446,Dairy,0.058091482,13.8,2004,OUT035,Tier 2,Small,Supermarket Type1,train
212,Regular,FDL58,263.7568,2636.5679999999998,Snack Foods,0.0,5.78,2007,OUT017,Tier 2,,Supermarket Type1,train
213,Low Fat,NCD30,96.0726,1272.3438,Household,0.026903714,19.7,2002,OUT045,Tier 2,,Supermarket Type1,train
214,Low Fat,NCZ54,161.5552,324.9104,Household,0.0,14.65,1998,OUT010,Tier 3,,Grocery Store,train
215,Regular,FDE10,130.0626,131.1626,Snack Foods,0.150554711,6.67,1998,OUT010,Tier 3,,Grocery Store,train
216,Regular,FDR44,131.2968,260.9936,Fruits and Vegetables,0.0,6.11,1998,OUT010,Tier 3,,Grocery Store,train
217,Regular,FDP28,260.0936,260.9936,Frozen Foods,0.13497562800000001,13.65,1998,OUT010,Tier 3,,Grocery Store,train
218,Low Fat,FDX15,160.6578,3690.5294,Meat,0.15616879,17.2,1987,OUT013,Tier 3,High,Supermarket Type1,train
219,LF,FDA39,40.2822,1139.1838,Meat,0.0,6.32,2004,OUT035,Tier 2,Small,Supermarket Type1,train
220,Regular,FDY24,52.9298,1995.4026,Baking Goods,0.133700752,4.88,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
221,Regular,FDC60,88.3514,1416.8224,Baking Goods,0.115119905,5.425,2007,OUT017,Tier 2,,Supermarket Type1,train
222,Regular,FDH28,37.2506,265.6542,Frozen Foods,0.11003099699999999,15.85,1997,OUT046,Tier 1,Small,Supermarket Type1,train
223,Low Fat,FDT25,121.7072,3552.7088,Canned,0.051038045,7.5,2007,OUT017,Tier 2,,Supermarket Type1,train
224,Low Fat,DRJ13,161.5578,2406.867,Soft Drinks,0.062837968,12.65,1987,OUT013,Tier 3,High,Supermarket Type1,train
225,Low Fat,NCO07,211.956,213.05599999999998,Others,0.017116983,,1985,OUT019,Tier 1,Small,Grocery Store,train
226,Low Fat,FDW20,124.17299999999999,2956.152,Fruits and Vegetables,0.024129332000000003,20.75,1987,OUT013,Tier 3,High,Supermarket Type1,train
227,Low Fat,DRF27,152.134,153.134,Dairy,0.049754975,,1985,OUT019,Tier 1,Small,Grocery Store,train
228,Low Fat,FDS49,79.7644,1649.8524,Canned,0.0,9.0,2004,OUT035,Tier 2,Small,Supermarket Type1,train
229,Low Fat,FDX25,181.9292,3101.2964,Canned,0.101561568,,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
230,Low Fat,NCX42,165.6526,4769.1254,Household,0.0059496440000000005,,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
231,Regular,FDG33,170.4764,3435.528,Seafood,0.13956116,,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
232,Low Fat,FDL56,86.4198,1133.8574,Fruits and Vegetables,0.126035694,14.1,2002,OUT045,Tier 2,,Supermarket Type1,train
233,Low Fat,FDF14,152.334,2603.278,Canned,0.027164679,7.55,2004,OUT035,Tier 2,Small,Supermarket Type1,train
234,Low Fat,NCD06,45.406000000000006,605.878,Household,0.099325278,13.0,1997,OUT046,Tier 1,Small,Supermarket Type1,train
235,Low Fat,DRM47,192.8846,2293.0152,Hard Drinks,0.04357366,,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
236,Regular,FDS46,118.7782,119.1782,Snack Foods,0.082741482,,1985,OUT019,Tier 1,Small,Grocery Store,train
237,Regular,FDB35,92.9804,1929.4884,Starchy Foods,0.064565202,12.3,1987,OUT013,Tier 3,High,Supermarket Type1,train
238,LF,FDX21,109.8912,2074.6328,Snack Foods,0.08455456900000001,,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
239,Low Fat,NCU05,79.9618,241.6854,Health and Hygiene,0.058451805,,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
240,Low Fat,NCR38,251.3724,6795.1548,Household,0.113748685,17.25,2002,OUT045,Tier 2,,Supermarket Type1,train
241,Low Fat,NCR18,42.7112,639.168,Household,0.020603511,15.85,2007,OUT017,Tier 2,,Supermarket Type1,train
242,Low Fat,NCU41,192.1846,3248.4382,Health and Hygiene,0.052044976,18.85,2004,OUT035,Tier 2,Small,Supermarket Type1,train
243,Regular,FDY56,227.6062,7222.5984,Fruits and Vegetables,0.06276442900000001,16.35,2007,OUT017,Tier 2,,Supermarket Type1,train
244,Low Fat,DRJ51,229.0668,3225.1352,Dairy,0.08797726199999999,14.1,2004,OUT035,Tier 2,Small,Supermarket Type1,train
245,Low Fat,FDK21,249.0408,3755.112,Snack Foods,0.010010425,7.905,2004,OUT035,Tier 2,Small,Supermarket Type1,train
246,Low Fat,FDY25,179.3976,3440.8544,Canned,0.033946163,12.0,1987,OUT013,Tier 3,High,Supermarket Type1,train
247,Regular,FDU44,163.4552,974.7312,Fruits and Vegetables,0.058414678,12.15,2004,OUT035,Tier 2,Small,Supermarket Type1,train
248,Low Fat,FDL43,75.367,535.969,Meat,0.027106459,10.1,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
249,Low Fat,FDF05,262.491,5259.82,Frozen Foods,0.027022882999999998,17.5,2007,OUT017,Tier 2,,Supermarket Type1,train
250,Low Fat,DRF15,152.034,306.268,Dairy,0.058153409,,1985,OUT019,Tier 1,Small,Grocery Store,train
251,Low Fat,FDL20,112.3886,1779.0176,Fruits and Vegetables,0.128937661,17.1,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
252,Low Fat,FDV32,61.451,759.012,Fruits and Vegetables,0.088846306,7.785,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
253,Regular,FDJ34,125.9704,1877.556,Snack Foods,0.09357779,11.8,1987,OUT013,Tier 3,High,Supermarket Type1,train
254,Regular,FDG08,171.8764,3779.0808,Fruits and Vegetables,0.165694678,13.15,2002,OUT045,Tier 2,,Supermarket Type1,train
255,Low Fat,FDQ04,41.5796,41.2796,Frozen Foods,0.148392623,,1985,OUT019,Tier 1,Small,Grocery Store,train
256,Low Fat,FDW13,51.1324,259.66200000000003,Canned,0.098438394,8.5,2007,OUT017,Tier 2,,Supermarket Type1,train
257,Low Fat,NCI17,96.34100000000001,193.082,Health and Hygiene,0.143303291,8.645,1987,OUT013,Tier 3,High,Supermarket Type1,train
258,Regular,FDY03,110.9202,1687.8029999999999,Meat,0.076276208,17.6,2002,OUT045,Tier 2,,Supermarket Type1,train
259,Low Fat,FDS12,127.5362,4655.9394,Baking Goods,0.175103435,9.1,2007,OUT017,Tier 2,,Supermarket Type1,train
260,Regular,FDJ55,225.9404,4950.8888,Meat,0.023511371,12.8,1987,OUT013,Tier 3,High,Supermarket Type1,train
261,Low Fat,DRK01,95.4436,1418.154,Soft Drinks,0.06105276,7.63,2004,OUT035,Tier 2,Small,Supermarket Type1,train
262,Regular,FDG28,246.4144,1225.072,Frozen Foods,0.049559042000000005,9.285,2007,OUT017,Tier 2,,Supermarket Type1,train
263,Regular,FDY38,231.03,5359.69,Dairy,0.119418124,13.6,2002,OUT045,Tier 2,,Supermarket Type1,train
264,Low Fat,FDN01,176.237,1764.37,Breakfast,0.072545601,8.895,2002,OUT045,Tier 2,,Supermarket Type1,train
265,Low Fat,NCR54,195.21099999999998,2553.343,Household,0.090486828,16.35,1987,OUT013,Tier 3,High,Supermarket Type1,train
266,Low Fat,FDG29,43.3454,1006.6896,Frozen Foods,0.056245075,17.6,1987,OUT013,Tier 3,High,Supermarket Type1,train
267,Low Fat,FDG24,85.225,1081.925,Baking Goods,0.014618973,7.975,1987,OUT013,Tier 3,High,Supermarket Type1,train
268,Low Fat,FDG59,36.7164,308.9312,Starchy Foods,0.04347912599999999,15.85,2007,OUT017,Tier 2,,Supermarket Type1,train
269,Low Fat,FDM28,178.666,2516.724,Frozen Foods,0.045166237000000005,15.7,1987,OUT013,Tier 3,High,Supermarket Type1,train
270,Regular,FDW04,128.83100000000002,1428.141,Frozen Foods,0.057827101,8.985,1997,OUT046,Tier 1,Small,Supermarket Type1,train
271,Low Fat,FDS26,260.1594,2093.2752,Dairy,0.089394766,20.35,1987,OUT013,Tier 3,High,Supermarket Type1,train
272,Low Fat,FDQ56,85.6908,1929.4884,Fruits and Vegetables,0.10550944,6.59,1987,OUT013,Tier 3,High,Supermarket Type1,train
273,Low Fat,FDK51,264.0884,5829.7448,Dairy,0.005234153,19.85,2004,OUT035,Tier 2,Small,Supermarket Type1,train
274,Low Fat,FDL22,91.4488,2082.6224,Snack Foods,0.036390174,16.85,1997,OUT046,Tier 1,Small,Supermarket Type1,train
275,Low Fat,FDH19,173.1738,7298.4996,Meat,0.03292824,,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
276,Low Fat,FDY55,256.4988,7452.9652,Fruits and Vegetables,0.081252534,16.75,1987,OUT013,Tier 3,High,Supermarket Type1,train
277,Regular,FDY03,110.5202,450.0808,Meat,0.076552407,17.6,2007,OUT017,Tier 2,,Supermarket Type1,train
278,Low Fat,FDK21,250.4408,500.6816,Snack Foods,0.016758568999999997,7.905,1998,OUT010,Tier 3,,Grocery Store,train
279,Low Fat,FDZ10,126.20200000000001,3668.558,Snack Foods,0.044248175,,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
280,Regular,FDZ32,103.1964,736.3748,Fruits and Vegetables,0.038288087,7.785,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
281,Low Fat,NCZ18,253.0698,6088.0752,Household,0.186032678,7.825,2004,OUT035,Tier 2,Small,Supermarket Type1,train
282,Low Fat,NCF07,101.0016,2125.2336,Household,0.031867464,,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
283,Low Fat,DRE49,153.0024,2277.036,Soft Drinks,0.021370201000000002,20.75,2007,OUT017,Tier 2,,Supermarket Type1,train
284,Low Fat,FDJ08,190.3846,573.2538,Fruits and Vegetables,0.193772568,,1985,OUT019,Tier 1,Small,Grocery Store,train
285,Regular,FDT39,151.1366,2267.049,Meat,0.009866049,6.26,2004,OUT035,Tier 2,Small,Supermarket Type1,train
286,Low Fat,FDE08,147.3734,296.9468,Fruits and Vegetables,0.082551042,18.2,1998,OUT010,Tier 3,,Grocery Store,train
287,Low Fat,NCD06,46.306000000000004,559.2719999999999,Household,0.099729888,13.0,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
288,Regular,FDB57,222.1772,5559.43,Fruits and Vegetables,0.018801549,20.25,2004,OUT035,Tier 2,Small,Supermarket Type1,train
289,Low Fat,NCT54,95.5094,1237.7222,Household,0.11972145099999999,8.695,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
290,Low Fat,DRF49,113.5518,569.259,Soft Drinks,0.071222087,7.27,2002,OUT045,Tier 2,,Supermarket Type1,train
291,Regular,FDM25,174.0712,3866.9664,Breakfast,0.060371962,,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
292,low fat,FDF20,198.4768,1379.5376,Fruits and Vegetables,0.033287541000000004,12.85,2002,OUT045,Tier 2,,Supermarket Type1,train
293,Low Fat,FDH27,142.7128,1869.5664,Dairy,0.05858462,7.075,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
294,Regular,FDV60,196.21099999999998,5499.508000000001,Baking Goods,0.11679292,,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
295,Low Fat,FDY59,94.3462,925.462,Baking Goods,0.031452265,8.195,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
296,Low Fat,FDK36,47.9034,583.2408,Baking Goods,0.00721395,7.09,2004,OUT035,Tier 2,Small,Supermarket Type1,train
297,Low Fat,NCM31,141.4154,1418.154,Others,0.081196619,6.095,1997,OUT046,Tier 1,Small,Supermarket Type1,train
298,Regular,FDE33,80.2644,942.7728,Fruits and Vegetables,0.049916364000000005,19.35,2007,OUT017,Tier 2,,Supermarket Type1,train
299,Low Fat,FDU36,99.3384,2364.9216,Baking Goods,0.04627095,6.15,1997,OUT046,Tier 1,Small,Supermarket Type1,train
300,Regular,FDV13,87.9856,3251.7672,Canned,0.02747716,,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
301,Regular,FDV20,125.2678,254.3356,Fruits and Vegetables,0.10470453699999999,,1985,OUT019,Tier 1,Small,Grocery Store,train
302,Low Fat,NCQ54,167.0474,5895.659000000001,Household,0.012540003000000001,17.7,2004,OUT035,Tier 2,Small,Supermarket Type1,train
303,Low Fat,FDO23,93.7436,1134.5232,Breads,0.147023834,17.85,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
304,Low Fat,DRE60,224.972,7696.648,Soft Drinks,0.15965759599999998,9.395,2002,OUT045,Tier 2,,Supermarket Type1,train
305,Low Fat,DRP47,250.5382,2775.7202,Hard Drinks,0.141398626,15.75,2007,OUT017,Tier 2,,Supermarket Type1,train
306,Low Fat,FDB21,241.2854,5317.0788,Fruits and Vegetables,0.148821808,7.475,2002,OUT045,Tier 2,,Supermarket Type1,train
307,Low Fat,FDR04,98.0068,874.8612,Frozen Foods,0.0,7.075,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
308,Low Fat,FDX23,92.6436,1039.9796,Baking Goods,0.029691762000000003,6.445,1997,OUT046,Tier 1,Small,Supermarket Type1,train
309,Low Fat,FDX19,235.0958,3038.0454,Fruits and Vegetables,0.09671552300000001,19.1,2004,OUT035,Tier 2,Small,Supermarket Type1,train
310,Regular,FDD40,193.6162,3848.324,Dairy,0.014790558999999998,20.25,2004,OUT035,Tier 2,Small,Supermarket Type1,train
311,Regular,FDA01,59.1904,527.3136,Canned,0.054378253,15.0,1997,OUT046,Tier 1,Small,Supermarket Type1,train
312,Regular,FDS33,89.1514,2390.8878,Snack Foods,0.123428594,6.67,1997,OUT046,Tier 1,Small,Supermarket Type1,train
313,Regular,FDM50,60.222,1677.816,Canned,0.029943462999999997,,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
314,Regular,FDB29,112.7176,801.6232,Frozen Foods,0.052368060999999994,16.7,1987,OUT013,Tier 3,High,Supermarket Type1,train
315,Low Fat,FDF46,115.5834,1267.0174,Snack Foods,0.09386114400000001,7.07,2002,OUT045,Tier 2,,Supermarket Type1,train
316,Low Fat,FDA33,148.0076,886.8456,Snack Foods,0.033968647000000005,6.48,2002,OUT045,Tier 2,,Supermarket Type1,train
317,Regular,FDC08,228.27200000000002,452.744,Fruits and Vegetables,0.173154079,19.0,1998,OUT010,Tier 3,,Grocery Store,train
318,Low Fat,FDB53,147.5392,3877.6192,Frozen Foods,0.139735226,13.35,2002,OUT045,Tier 2,,Supermarket Type1,train
319,Low Fat,FDY31,146.6418,4414.254,Fruits and Vegetables,0.043351895999999994,,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
320,Low Fat,DRQ35,122.4388,5448.9072,Hard Drinks,0.042086652,,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
321,Regular,FDX36,223.9404,4950.8888,Baking Goods,0.12848269,9.695,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
322,Low Fat,DRD13,62.6168,958.752,Soft Drinks,0.049357077,15.0,2007,OUT017,Tier 2,,Supermarket Type1,train
323,Regular,FDC52,149.9708,1956.1204,Dairy,0.008326735,11.15,2007,OUT017,Tier 2,,Supermarket Type1,train
324,Low Fat,FDB45,103.2306,2404.2038,Fruits and Vegetables,0.021362955,20.85,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
325,Low Fat,NCK19,194.3478,387.4956,Others,0.151420934,9.8,1998,OUT010,Tier 3,,Grocery Store,train
326,Low Fat,FDV51,165.0842,994.7052,Meat,0.032511818,16.35,1987,OUT013,Tier 3,High,Supermarket Type1,train
327,Regular,FDZ35,101.29899999999999,1754.3829999999998,Breads,0.022323658,9.6,2002,OUT045,Tier 2,,Supermarket Type1,train
328,Low Fat,NCW17,129.9994,3340.9844,Health and Hygiene,0.019292355,,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
329,Low Fat,FDV59,216.7166,3918.8988,Breads,0.048124442999999996,13.35,2002,OUT045,Tier 2,,Supermarket Type1,train
330,Low Fat,DRH39,76.367,306.268,Dairy,0.09261307,20.7,1987,OUT013,Tier 3,High,Supermarket Type1,train
331,Low Fat,FDN60,158.4604,4278.4308,Baking Goods,0.094697274,,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
332,Low Fat,FDU55,260.6278,4425.5726,Fruits and Vegetables,0.035984103999999996,16.2,2002,OUT045,Tier 2,,Supermarket Type1,train
333,Regular,FDN58,230.9984,9267.936,Snack Foods,0.056596985,,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
334,Low Fat,FDC41,76.867,229.701,Frozen Foods,0.2047,,1985,OUT019,Tier 1,Small,Grocery Store,train
335,Regular,FDO01,129.3994,2055.9904,Breakfast,0.020618324,,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
336,Low Fat,NCO43,101.3016,3339.6528,Others,0.04709821,5.5,1997,OUT046,Tier 1,Small,Supermarket Type1,train
337,Regular,FDQ07,221.7456,6410.3224,Fruits and Vegetables,0.087584126,15.1,2002,OUT045,Tier 2,,Supermarket Type1,train
338,Regular,FDF28,122.9046,1992.0736,Frozen Foods,0.038078899,15.7,2007,OUT017,Tier 2,,Supermarket Type1,train
339,reg,FDM01,104.4332,2870.9296,Breakfast,0.095102092,7.895,2007,OUT017,Tier 2,,Supermarket Type1,train
340,Regular,FDY49,164.5184,2807.0128,Canned,0.011953901999999999,,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
341,Regular,FDR24,88.18299999999999,539.298,Baking Goods,0.062799379,17.35,1987,OUT013,Tier 3,High,Supermarket Type1,train
342,Low Fat,NCY18,174.3054,4377.635,Household,0.031125708999999998,7.285,1987,OUT013,Tier 3,High,Supermarket Type1,train
343,Low Fat,NCY30,180.9976,2716.4640000000004,Household,0.026005891,20.25,2002,OUT045,Tier 2,,Supermarket Type1,train
344,Low Fat,FDJ22,190.9504,383.5008,Snack Foods,0.09246392,,1985,OUT019,Tier 1,Small,Grocery Store,train
345,Low Fat,DRI37,59.5904,703.0848,Soft Drinks,0.107765165,15.85,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
346,Low Fat,FDL27,66.3826,1937.4779999999998,Meat,0.010647476999999999,6.17,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
347,Low Fat,NCO30,182.2608,3307.6944,Household,0.015749341,19.5,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
348,Low Fat,NCB07,197.611,3142.5759999999996,Household,0.077628053,19.2,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
349,Low Fat,FDX25,181.2292,2554.0088,Canned,0.0,16.7,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
350,Regular,FDP59,104.0648,1869.5664,Breads,0.056695731,20.85,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
351,Regular,FDR59,260.4594,5494.8474,Breads,0.063993068,14.5,2002,OUT045,Tier 2,,Supermarket Type1,train
352,Regular,FDT27,233.1616,6093.4016,Meat,0.06952926200000001,11.395,1987,OUT013,Tier 3,High,Supermarket Type1,train
353,Low Fat,DRI01,174.0422,2586.633,Soft Drinks,0.034452949,7.97,1997,OUT046,Tier 1,Small,Supermarket Type1,train
354,Regular,FDU09,55.2956,1255.6988,Snack Foods,0.06670068,7.71,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
355,Regular,FDH26,141.7496,4093.3384,Canned,0.034699737,19.25,1997,OUT046,Tier 1,Small,Supermarket Type1,train
356,Low Fat,FDH27,142.2128,3163.8816,Dairy,0.058346939,7.075,1997,OUT046,Tier 1,Small,Supermarket Type1,train
357,Regular,FDN39,166.0816,5033.448,Meat,0.065203103,,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
358,Regular,FDH40,79.9276,1137.1864,Frozen Foods,0.07892957099999999,11.6,1997,OUT046,Tier 1,Small,Supermarket Type1,train
359,Low Fat,FDJ56,98.77,2696.49,Fruits and Vegetables,0.18251488100000002,,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
360,Low Fat,DRN47,178.56599999999997,898.83,Hard Drinks,0.016895293000000002,12.1,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
361,Low Fat,NCO17,118.244,2756.4120000000003,Health and Hygiene,0.073379745,10.0,1997,OUT046,Tier 1,Small,Supermarket Type1,train
362,Low Fat,FDX60,81.896,878.8560000000001,Baking Goods,0.08075758,14.35,2002,OUT045,Tier 2,,Supermarket Type1,train
363,Low Fat,FDT22,58.222,659.1419999999999,Snack Foods,0.11227149800000001,10.395,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
364,Low Fat,FDX26,182.6292,182.4292,Dairy,0.153741385,,1985,OUT019,Tier 1,Small,Grocery Store,train
365,Low Fat,FDG45,211.4902,3610.6334,Fruits and Vegetables,0.127929521,8.1,1987,OUT013,Tier 3,High,Supermarket Type1,train
366,Regular,FDD44,256.4646,5153.292,Fruits and Vegetables,0.07838564,8.05,2004,OUT035,Tier 2,Small,Supermarket Type1,train
367,Regular,FDS15,108.7596,2588.6304,Meat,0.078502143,9.195,2007,OUT017,Tier 2,,Supermarket Type1,train
368,Regular,FDL51,212.5876,1286.3256,Dairy,0.047684831,20.7,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
369,Regular,FDL32,110.1544,1230.3984,Fruits and Vegetables,0.12315965599999999,15.7,2007,OUT017,Tier 2,,Supermarket Type1,train
370,Regular,FDZ07,60.2194,1733.7432,Fruits and Vegetables,0.0,,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
371,Low Fat,NCW53,193.8162,384.8324,Health and Hygiene,0.053392944000000005,,1985,OUT019,Tier 1,Small,Grocery Store,train
372,Low Fat,NCA54,180.0318,3969.4996,Household,0.036715907,16.5,2002,OUT045,Tier 2,,Supermarket Type1,train
373,Low Fat,FDX09,176.437,7763.228,Snack Foods,0.065236932,9.0,2004,OUT035,Tier 2,Small,Supermarket Type1,train
374,Regular,FDO51,41.2112,809.6128,Meat,0.041947547,6.785,1987,OUT013,Tier 3,High,Supermarket Type1,train
375,Low Fat,FDW49,178.6002,1253.7014,Canned,0.08288849599999999,19.5,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
376,Low Fat,FDB27,195.2768,5715.2272,Dairy,0.055390120999999994,7.575,1997,OUT046,Tier 1,Small,Supermarket Type1,train
377,Regular,FDF45,57.7904,1464.76,Fruits and Vegetables,0.012194556,18.2,1987,OUT013,Tier 3,High,Supermarket Type1,train
378,Low Fat,FDV02,169.8106,3251.1014,Dairy,0.060495243,16.75,1987,OUT013,Tier 3,High,Supermarket Type1,train
379,Regular,FDY28,214.3218,4274.436,Frozen Foods,0.0,7.47,2004,OUT035,Tier 2,Small,Supermarket Type1,train
380,Regular,FDX31,231.7958,5375.0034,Fruits and Vegetables,0.014753811,,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
381,Low Fat,FDR43,38.019,1318.2839999999999,Fruits and Vegetables,0.160707489,,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
382,Regular,FDP51,119.4124,2251.7356,Meat,0.085622362,13.85,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
383,Regular,FDL52,37.4506,1176.4686,Frozen Foods,0.046350909,6.635,2007,OUT017,Tier 2,,Supermarket Type1,train
384,Regular,FDR44,130.4968,3523.4136,Fruits and Vegetables,0.102920886,6.11,1997,OUT046,Tier 1,Small,Supermarket Type1,train
385,Low Fat,FDB34,86.2198,610.5386,Snack Foods,0.026604781,15.25,2004,OUT035,Tier 2,Small,Supermarket Type1,train
386,Low Fat,FDC50,96.4094,1237.7222,Canned,0.0,15.85,2004,OUT035,Tier 2,Small,Supermarket Type1,train
387,Low Fat,FDT57,235.1248,474.0496,Snack Foods,0.031860325,15.2,1998,OUT010,Tier 3,,Grocery Store,train
388,Regular,FDP22,52.6666,717.7324,Snack Foods,0.0,,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
